Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
504,"therefore, while the expressions ""god the father"", ""god the son"", and ""god the holy spirit"", especially when used together, could be thought to contain a whiff of modalism, these terms should rather in their legitimate use be understood as neither (a) suppressing the uniqueness and distinct existence of each of the three hypostases, nor (b) as reducing the difference among the three to mere ""masks"" (greek prosopa, latina personae) of the one god ( the error of modalism ), nor (c) as minimizing the unique monarchy of the father.",whether or not this understanding of early development is sustainable has been central to the debate among contemporary theologians .,"therefore, while the expressions ""god the father"", ""god the son"", and ""god the holy spirit"", especially when used together, could be thought to contain a whiff of modalism, these terms should rather in their legitimate use be understood as neither (a) suppressing the uniqueness and distinct existence of each of the three hypostases, nor (b) as reducing the difference among the three to mere ""masks"" (greek prosopa, latina personae) of the one god ( as opposed to modalism), nor (c) as minimizing the unique monarchy of the father."
512,"he is best remembered in cricket terms for scoring 234 in the second test against england at sydney in december 1946; exactly the same score as his captain, don bradman, in the process setting a world-record 405-run fifth wicket partnership.","his most famous innings was in the second test against england at sydney in december 1946; he scored 234 ; setting a world-record 405-run fifth wicket partnership with don bradman, who also scored 234 .","he helped create an enduring record when scoring 234 in the second test against england at sydney in december 1946; exactly the same score as his captain, don bradman, in the process setting a world-record 405-run fifth wicket partnership."
514,"the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces different kinds quality pvc sheetings and durable linoleum","each member has faced financial hardships, though they are beginning to be fixed.","the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces pvc sheetings and durable linoleum ."
517,corba aims to bring to the table many benefits that no other single technology brings in one package.,"on the other hand, corba as a standard is also implemented by many vendors.",corba supports several features which it claims that no other single technology brings in one package.
519,"ed wynn (november 9, 1886  june 19, 1966) was a popular american comedian and actor noted for his perfect fool comedy character, his pioneering radio show of the 1930s, and his later career as a dramatic actor.",wynn has a star on the hollywood walk of fame at 6230 hollywood blvd.,"ed wynn (november 9, 1886  june 19, 1966) was an american comedian and actor noted for his perfect fool comedy character, his pioneering radio show of the 1930s, and his later career as a dramatic actor."
520,"the st. louis globe-democrat awarded him its prestigious award for meritious service to his state three times, 1972, 1974, and 1976.","cohen has expressed skepticism of affirmative action, stating that ""there may be a time when...the reasons for justification of affirmative action have less validity,"" though he does not reject it a priori .","the st. louis globe-democrat awarded him its award for meritious service to his state three times, 1972, 1974, and 1976."
522,"18, it was later slightly revised in 1888. because it was first written at a earlier date, it lacks some folk elements found in most of dvok's later works , although it is generally considered to be one of his more expressive pieces .","however, the quartet is also remarkable for its beauty and sensitive part writing, and represents some of the composer's best work from the 1860s","18, it was later slightly revised in 1888. because it was first written at a earlier date, it lacks some folk elements found in most of dvok's later works."
523,"by one account, both girls were raped before they were killed .","by one account, both girls were raped before they were killed .","by at least one account, both girls were raped."
524,"william shirer in the rise and fall of the third reich suggests that mussolini enacted the laws to appease his powerful german allies, rather than to satisfy any legitimate anti-semitic sentiment among the italian people.","the historian denis mack smith , however, counters that mussolini, who initially had no intention of passing anti-semitic laws, was influenced by hitler.","william shirer in the rise and fall of the third reich suggests that mussolini enacted the laws to appease his powerful german allies, rather than to satisfy any genuine anti-semitic sentiment among the italian people."
527,some words with a toneless final syllable variant can be read with neutral tone or with the original tone.,"in such cases, the choice of tone is dependent on the preceding tone and is known as sandhi tone change .",the second syllable of words with a toneless final syllable variant can be read with either a neutral tone or with the normal tone.
532,"chambers' cyclopaedia, superbly digitized and made available online by the university of wisconsin digital collections center.","it is difficult to recommend a particular dictionary to be used in preference to any other, but among the more popular dictionaries are this one , the shorter oxford english dictionary or the oxford english dictionary itself.","chambers' cyclopaedia, digitized and made available online by the university of wisconsin digital collections center."
533,"his daughter said he was in ""fine spirits"", gorging himself on cake and coffee.","one terminal patient was heard to observe that ""the only achievable goal i had was my father's death"" .","his daughter said he was in ""fine spirits"", treating himself to cake and coffee."
538,"in some communities, men forego work and spend their entire lives studying torah .","in the past, prosperous jews were often taxed on the basis of their presumed income as opposed to that which they actually received .","in some communities, men forego other occupations and study torah full-time ."
540,"this series of odes is nearly 'universally' considered to be among the most important poetry ever written in the english language , ranking with the best of shakespeare and milton.","some consider the "" odes on various subjects "" , which include "" on a distant prospect of eton college "" , to be among the most important poetry ever written in english, ranking with the best of shakespeare and milton.","this series of odes is among the most important poetry ever written in english, ranking with the best of shakespeare and milton."
542,wnd (worldnetdaily) is an american fringe far right news and opinion website and online news aggregator.,the site is run by editior management companies.,wnd (worldnetdaily) is an american politically conservative news and opinion website and online news aggregator.
543,an anti-government coalition uses a police helicopter to attack the supreme tribunal of justice and the interior ministry of venezuela.,"during a flight a banner is flown written by the attackers , oscar perez in a helicopter to attack the supreme tribunal of justice and the interior ministry of venezuela.",a helicopter and grenades are used to attack the supreme tribunal of justice and the interior ministry of venezuela.
544,"andy moor (born andrew beardmore on january 16, 1980 in stoke on trent, united kingdom) is one of the world's most credited trance and progressive producer-djs.","his most successful track to date was ""halcyon"" in 2002 (re-released in 2003) under the name binary finary .","andy moor (born andrew beardmore on january 16, 1980 in stoke on trent, united kingdom) is a trance and progressive producer-djs."
546,"it did not take him too long to see the success of his idea, but his ambition and greed led him to take advantage of the workers by paying them extremely low wages.","despite his revolutionary vision and methods, mondragon 's commitment to the working class is often questioned, as he has often been accused of paying extremely low wages.","it did not take him too long to see the success of his idea, in part by paying his workers extremely low wages."
551,"wright's mother died in 1975 and her brother in 1985, which sent wright into a serious depression and struggle with alcoholism.","wright has described herself as a "" drunk "" and in a "" terrible drunken depression multi-daily "" drinking a bottle of vodka a day .","wright's mother died in 1975 and her brother in 1985, which sent wright into a struggle with alcoholism."
552,"the modiglianimiller theorem (of franco modigliani, merton miller) forms the basis for modern thinking on capital structure.","it suggests that in the absence of taxes, bankruptcy costs, and asymmetric information, and in an efficient market, that the value of a firm is unaffected by how that firm is financed.","the modiglianimiller theorem (of franco modigliani, merton miller) is a theorem on capital structure, arguably forming the basis for modern thinking on capital structure."
553,"calvert hall college and loyola blakefield, two private high schools in towson, maryland have an annual football game played on thanksgiving day , where loyola constantly dominates the ""cardnials"" .","stemming from a 2004 legal case, some schools, government institutions, and other organizations now refer to the holiday as ""thanksgiving day,"" while others continue using the traditional name ""fieldston day.""","calvert hall college and loyola blakefield, two private high schools in towson, maryland have an annual football game played on thanksgiving day."
557,"mtvu is a large, comprehensive television network ideal for college students .","larger audiences remotes audience growth and """" commercialization of college radio . """"""","mtvu is a large, comprehensive television network."
559,"without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that a conservative government would so brazenly override existing commercial contracts with retrospective legislation.",new south wales premier barry o'farrell said that the tariff reduction was necessary to prevent the government from having to pay nearly for solar power generated in the state to meet electricity retailer's tariff guarantees under previous legislation . the nsw solar power industry has reacted with shock that the government would override existing commercial contracts with retrospective legislation.,"without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that the government would override existing commercial contracts with retrospective legislation."
561,"after being linked with several clubs in spain and overseas, including bolton wanderers, tristn agreed to rejoin real mallorca after a six-year hiatus, but was released by the insular side on january 31, 2007, due to a lack of fitness, form and goals.","on 3 february 2007, he signed a four-month contract with deportivo de la coruña, rejoining the galicians to help them with their battle against relegation.","after being linked with several clubs in spain and overseas, including bolton wanderers, tristn agreed to rejoin real mallorca after a six-year hiatus, but was released on january 31, 2007, due to a lack of fitness, form and goals."
567,other reasons for the invasion stated by officials have included concerns about terrorism and the abuse of iraqis by their own government and iraq's oil wealth.,"other reasons for the invasion claimed by opponents have included a perceived desire to dominate the middle east and control iraq's oil resources, and divert attention from domestic problems faced by the administration in the united states .",other reasons for the invasion stated by officials have included concerns about terrorism and the abuse of iraqis by their own government .
570,the term gnu/linux is used to refer to operating systems which distribute the linux kernel with the gnu userland.,with much of the software they execute linked against libraries and default software server install base in much broader systems .,the term gnu/linux is used by some to refer to the linux operating system when the linux kernel is distributed with a gnu userland.
575,"bonnie and clyde (1967) is a film about the infamous couple, bonnie parker and clyde barrow, who roamed the united states' southwest robbing banks during the great depression.",the film portrays the couple as ruthless criminals whose personal lives and social backgrounds instigated the crime spree .,"bonnie and clyde (1967) is a film about the couple, bonnie parker and clyde barrow, who roamed the united states' southwest robbing banks during the great depression."
576,"by the late 1990s, the success of microsoft windows , partially a result of microsoft's questionable business practices, had driven rival commercial operating systems into near-extinction, and had ensured that the ibm pc compatible computer was the dominant computing platform.","this assessment is supported by some, however it is also common for critics to lay blame at the feet of the justice department or other parties.","by the late 1990s, the success of microsoft windows had driven rival commercial operating systems into near-extinction, and had ensured that the ibm pc compatible computer was the dominant computing platform."
580,"not a penny more, not a penny less was jeffrey archer's first novel, first published in 1976. it was said to have been inspired by archer's real-life experience of near-bankruptcy , and is regarded by many to be his best novel to date .",it is a gripping plot that does not satisfy all to see a criminal get away with such a clever and elaborate crime but the reader wants to see the crime succeed after going through how it was accomplished.,"not a penny more, not a penny less was jeffrey archer's first novel, first published in 1976. it was said to have been inspired by archer's real-life experience of near-bankruptcy."
581,test number one was to suck on a copper penny (actually pennies are made of almost 97.5% zinc ).,test 1 one was 'to suck on a copper penny (actually pennies are often only copper-coated ) . ',test 1 one was to suck on a copper penny (actually pennies are often only copper-coated ).
584,"jeremy scahill (born c. 1974) is an american investigative journalist with expertise on a number of global issues, most notably the recent rise of private military companies.","born in 1974 , jeremy scahill is an american investigative journalist with expertise on a number of global issues, most notably the recent rise of private military companies.","jeremy scahill (born c. 1974) is an american investigative journalist working on global issues, most notably the recent rise of private military companies."
587,spiegel came briefly to hollywood in 1927 following a stint serving with hashomer hatzair in palestine.,in 1928 he left palestine for the us to pursue an acting career .,spiegel worked briefly in hollywood in 1927 following a stint serving with hashomer hatzair in palestine.
592,in 2004 he was forced to retire after ironically being diagnosed with als.,in 2004 he was forced to retire after being diagnosed with als.,in 2004 he was forced to retire after being diagnosed with als.
593,barry attended university high school in san diego where he began surfing and graduated from baseball juggernaut usc.,"pittsburgh pirates ( 1986 – 1992 ) onclick="" return xt _ - > and early seasons with the giants (1993– 1996 ) barry was drafted first overall by the pittsburgh pirates in the 1985 mlg draft out of arizona state university. in541 1992 , onclick="" return xtso( this , 'kw' , '1','fml' , '1' );"" onmouseout="" nd ( )"">onclick="" return xtso( this , 'kw' , '','fml' , '1' );"" onmouseover="" return xt _ - > on (the) onclick="" return xtclk(' -> ','fsf',' ','B ',' ', ' ')"">june525 1992 , onclick="" return xtso( this , 'kw' , '1','fml' , '1' );"" onmouseout="" nd ( )"">onclick="" return xtso( this , 'kw' , '','fml' , '1' );"" onmouseover="" return xt _ - > on (the) =>w _ ch _ >24milliseconds =>hammer icon used by w _ ch people 38 _ 0 ) .",barry attended university high school in san diego where he began surfing and graduated from baseball powerhouse usc.
595,"however, many people do not equate fidelity in personal relationships with sexual or emotional monogamy.","on the other hand, some people attribute jealousy or emotionalism to biological programming of pair bonding, but allow themselves to opt out conscious volition from allowing ethical judgements to intervene on purely biological and emotional behaviorism.","however, some people do not equate fidelity in personal relationships with sexual or emotional monogamy."
596,"it is known for its academic excellence , outstanding college admissions program, excellent local and foreign service program, and diversity in types of student activities.","it is known for its rigorous academic program, outstanding college admissions program, excellent local and foreign service program, and diversity in types of student activities.","it is known for its academic rigor , outstanding college admissions program, extensive local and foreign service program, and diversity in types of student activities."
598,"in march 2011, conservative activist known for his ambush interviews , james o'keefe conducted a sting operation during which departing npr vice president for fundraising ronald schiller was recorded heavily criticizing the tea party, describing them as ""fanatically involved in people's personal lives and very fundamentally christiani wouldn't even call it christian...basically, they believe in white, middle america, gun-totingit's pretty scary.","in march 2011, conservative activist , known for his ambush interviews james o'keefe conducted a sting operation during which departing npr vice president for fundraising ronald schiller was recorded heavily criticizing the tea party, describing them as ""fanatically involved in people's personal lives and very fundamentally christiani wouldn't even call it christian...basically, they believe in white, middle america, gun-totingit's pretty scary.","in march 2011, conservative activist, james o'keefe conducted a sting operation during which departing npr vice president for fundraising ronald schiller was recorded heavily criticizing the tea party, describing them as ""fanatically involved in people's personal lives and very fundamentally christiani wouldn't even call it christian...basically, they believe in white, middle america, gun-totingit's pretty scary."
