"Human judgment label (1 represents successful removal of bias, 0 represents failure of neutralization)",Source Text,Predicted Neutral Text,True Neutral Text
,"in 2002, under strong pressure from the eu the government finally ended the discriminatory provisions and changed the age of consent to 17 for both heterosexual and homosexual acts.","in 2002, under strong pressure from the eu the government finally ended the disparate provisions and changed the age of consent to 17 for both hetero and homosexual acts.","in 2002, under strong pressure from the eu the parliament finally ended the disparate provisions and changed the age of consent to 17 for both hetero and homosexual acts."
,"interspersing history, travelogue and interviews, dickens in america offers a fascinating insight into charles dickens' love/hate relationship with north america and paints a personal and revealing portrait of modern day usa.","interspersing history, travelogue and interviews, dickens in america offers insight into charles dickens' love/hate relationship with north america and presents a personal and revealing portrait of modern day usa.","interspersing history, travelogue and interviews, dickens in america offers insight into charles dickens' love/hate relationship with north america and paints a personal and revealing portrait of modern day usa."
,"the largest famine ever (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices.","one of the historical famines (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices.","one of the largest historical famines (proportional to the affected population) was the irish potato famine, which began in 1845 and occurred as food was being shipped from ireland to england because the english could afford to pay higher prices."
,november 26 – national assembly of azerbaijan abolishes the autonomous status of nagorno-karabakh autonomous oblast of azerbaijan and renames several cities back to their original names.,november 26 – national assembly of azerbaijan abolishes the autonomous status of nagorno-karabakh autonomous oblast of azerbaijan and renames several cities to their azeri versions of the names.,november 26 – national assembly of azerbaijan abolishes the autonomous status of nagorno-karabakh autonomous oblast of azerbaijan and renames several cities back to their azeri names.
,"as a member of the standing committee and the president of the regional group (national front/gathering for the nord-pas-de-calais), she led a strong and constructive opposition facing the left-wing regional executive managed by daniel percheron .","as a member of the standing committee and a president of the regional group (national front/gathering for the nord-pas-de-calais), she led an opposition facing the left-wing regional executive managed by daniel percheron.","as a member of the standing committee and a president of the regional group (national front/gathering for the nord-pas-de-calais), she led a resolute opposition facing the left-wing regional executive managed by daniel percheron."
,boston university school of law offers one of the nation's broadest selections of legal classes and seminars (approximately 150) with a student to faculty ratio at 12:1.,"boston university school of law has approximately 150 full time students, and offers a broad selection of legal classes and seminars with a student to faculty ratio at 12:1.",boston university school of law offers a broad selection of legal classes and seminars (approximately 150) with a student to faculty ratio at 12:1.
,"in europe, avalon was selected for the prestigious cannes film festival and won awards at other european festivals : in spain, it was awarded ""best cinematography"" at the catalonian international film festival (2001), and in the united kingdom, it won the ""best film"" award at sci-fi-london (2002).","in europe, avalon was selected for the cannes film festival and won awards at other european festivals: in spain, it was awarded ""best cinematography"" at the catalonian international film festival (2001), and in the united kingdom, it won the ""best film"" award at sci-fi-london (2002).","in europe, avalon was selected for the cannes film festival and won awards at other european festivals : in spain, it was awarded ""best cinematography"" at the catalonian international film festival (2001), and in the united kingdom, it won the ""best film"" award at sci-fi-london (2002)."
,hercules is an excellent hand to hand combatant and is a particularly excellent greco-roman wrestler.,"hercules is not only a skilled fighter but exceptionally powerful in hand to hand combat, possessing a degree of superhuman strength.",hercules is an excellent hand to hand combatant and is a excellent greco-roman wrestler.
,"in 2008, he helped joanne herring (of charlie wilsons war fame) launch the marshall plan charities, a group dedicated to winning the peace in afghanistan returning to the battlefields he shared with joanne and charlie in 1983. marshall plan charities, using private donations, redevelops small villages in afghanistan that allows them to repel taliban elements and create the climate for an eventual withdrawal of u.s. armed forces .","in 2008, he helped joanne herring (of charlie wilsons war fame) launch the marshall plan charities, a group dedicated to winning the peace in afghanistan returning to the battlefields he shared with joanne and charlie in 1983. marshall plan charities, using private donations, redevelops small villages in afghanistan.","in 2008, he helped joanne herring (of charlie wilsons war fame) launch the marshall plan charities, a group dedicated to winning the peace in afghanistan returning to the battlefields he shared with joanne and charlie in 1983. marshall plan charities, using private donations, redevelops small villages in afghanistan ."
,many types of aircraft are stationed here at any given time but the numbers and type of aircraft and personel are deemed classified for the safety of our airmen and soldiers fighting the war on terrorism .,many types of aircraft are stationed here at any given time but the numbers and type of aircraft and personel are deemed classified for the safety of u. s. personnel .,many types of aircraft are stationed here at any given time but the numbers and type of aircraft and personel are deemed classified for the safety of the personnel assigned there .
,david barton is an author and make-believe historian who lies about the church-state relationship in the united states of america.,david barton is an author and historian whose work on the church-state relationship in the united states of america has been criticized by some other historians.,david barton is an author and historian who talks about the church-state relationship in the united states of america.
,"the game and hardy little dogs were useful as ratters in the stable yard, bolters of fox for the hunt, and loving family companions.","the dogs were useful as ratters in the stable yard, bolters of fox for the hunt, and companions.","the dogs were useful as ratters in the stable yard, bolters of fox for the hunt, and family companions."
,"grossman's important speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.","grossman's speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.","grossman's speech at the rabin memorial november 4, 2006 retrieved november 20, 2006."
,"in one simple expression this identity remarkably relates five of the most significant mathematical quantities 0, 1, π, e, and i in an equality involving the basic operations of addition, multiplication, and exponentiation.","this equation relates five of the most significant mathematical quantities 0, 1, π, e, and i by means of the basic operations of addition, multiplication, and exponentiation.","this remarkably simple equation relates five of the most significant mathematical quantities 0, 1, π, e, and i by means of the basic operations of addition, multiplication, and exponentiation."
,"the mclaren f1 remains the greatest supercar, ever made.","the mclaren f1 is often considered to be the greatest supercar, ever made.","the mclaren f1 is considered by many to still be the greatest supercar, ever made."
,"he believes israel is consistently refusing to stop building settlements on what he regards as palestinian land, and what he believes is in defiance of international undertakings, from camp david, to the oslo accord and the road map, as 'the most criminal enterprise in its history'.","he regards israel 's consistent refusal to stop building settlements on palestinian land, in defiance of international undertakings, from camp david, to the oslo accord and the road map, as 'the most criminal enterprise in its history'.","he regards israel 's consistent refusal to stop building settlements on palestinian land, in defiance of international undertakings, from camp david, to the oslo accord and the road map, as 'the most criminal enterprise in its history'."
,"as an all chicano group with a spanglish name finding the doors to even the alternative venues ""politely"" closed to them, they struck a deal with the local order of radical catholic nuns to open & run the legendary club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.",the band struck a deal with the local order of radical catholic nuns to open & run the club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.,the band struck a deal with the local order of radical catholic nuns to open & run the legendary club vex at the catholic youth building (now self help graphics) where they booked & introduced eastside to westside groups (i.e.
,"while muslim tradition tended to glorify muhammad, western tradition has at times denigrated and vilified him.","while muslim writers have tended to speak highly of muhammad, western tradition has at times been critical of him.","while muslim writers have tended to speak highly muhammad, western tradition has at times been critical of him."
,"since 1991, she has owned and managed a men's fine clothing store in studio city, california, called armani wells.","since 1991, she has owned and managed a men's clothing store in studio city, california, called armani wells.","since 1991, she has owned and managed a men's clothing store in studio city, california, called armani wells."
,thug 2 also sees the return of the much loved classic mode.,thug 2 also sees the return of the classic mode .,thug 2 also sees the return of the classic mode .
,"the harriet tubman free school – the high school program of the free school of albany , founded in 1969. htfs is a democratic, non-coercive learning community built upon principles of autonomy, respect, and personal responsibility.","the harriet tubman free school – the high school program of the free school of albany was founded in 1969. htfs states that they are "" built upon principles of autonomy, respect, and personal responsibility "" .","the harriet tubman free school – the high school program of the free school of albany was founded in 1969. htfs states that they are "" built upon principles of autonomy, respect, and personal responsibility "" ."
,"in 2010, as host of q&a, jones apologised to former prime minister john howard after a man threw his shoes at the howard in protest against the lies and killings involved in the iraq war.","in 2010, as host of q&a, jones apologised to former prime minister john howard after a man threw his shoes at the howard in protest against the iraq war.","in 2010, as host of q&a, jones apologized to former prime minister john howard after a man threw his shoes at the howard in protest against the iraq war."
,the nac appropriated a quote from racist scholar charles murray and added their commentary so as to appropriate the quote for their purposes.,the nac appropriated a quote from scholar charles murray and added their commentary so as to appropriate the quote for their purposes.,the nac appropriated a quote from scholar charles murray and added their commentary so as to appropriate the quote for their purposes.
,number of civilians massacred in some incidents are as high as 166 (palliyagodella massacre).,the number of civilians killed were as high as 166 (palliyagodella massacre).,the number of civilians massacred were as high as 166 (palliyagodella massacre).
,"a draft dodger is a term , usually pejorative, that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means.","a draft evader is a term that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means.","a draft dodger is a term that refers to a person who avoids (""dodges"") the conscription policies of the nation in which he or she is a citizen or resident by leaving the country, going into hiding, or other attempts at fraudulent means."
,"in the two years after the 2001 election the howard government continued its tough line on national security and ""border protection"" issues, while seeking to further its agenda of conservative social policies and pro-business economic reforms.","in the two years after the 2001 election the howard government continued its policies on national security and ""border protection"" issues, while seeking to further its agenda of social policies associated with a conservative viewpoint and pro-business economic reforms.","in the two years after the 2001 election the howard government continued its policies on national security and ""border protection"" issues, while seeking to further its agenda of conservative social policies and pro-business economic reforms."
,"according to andrea gerlins excellent wall street journal article, a matter of degree: how a jury decided that a coffee spill is worth $2.9 million, sept. 1, 1994, p. a1, members of the jury learned at the trial that, 180-degree super-heated coffee like that mcdonalds served, may produce third-degree burns (where skin grafting is necessary) in about 12 to 15 seconds (as a reference, the boiling point of water is 212 degrees fahrenheit).","according to andrea gerlins wall street journal article, a matter of degree: how a jury decided that a coffee spill is worth $2.9 million, sept. 1, 1994, p. a1, members of the jury learned at the trial that, 180-degree super-heated coffee like that mcdonalds served, may produce third-degree burns (where skin grafting is necessary) in about 12 to 15 seconds (as a reference, the boiling point of water is 212 degrees fahrenheit).","according to andrea gerlins wall street journal article, a matter of degree: how a jury decided that a coffee spill is worth $2.9 million, sept. 1, 1994, p. a1, members of the jury learned at the trial that, 180-degree super-heated coffee like that mcdonalds served, may produce third-degree burns (where skin grafting is necessary) in about 12 to 15 seconds (as a reference, the boiling point of water is 212 degrees fahrenheit)."
,"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the occupying german forces in order to liberate the region and join to poland, which had regained her independence after the world war i (1914-1918).","the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the german government in order to separate the region from germany and join poland, which had been reestablished following world war i (1914-1918).","the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the german government in order to separate the region from germany and join poland, which had been established following world war i (1914-1918)."
,arafat's widow suha arafat settled the issue in december 2012 by admitting on dubai television that her husband had planned the uprising.,arafat's widow suha arafat said on dubai television in december 2012 that her husband had planned the uprising.,arafat's widow suha arafat reportedly said on dubai television in december 2012 that her husband had planned the uprising.
,"unfortunately, in rural india and several other countries, dowry is generally acknowledged to be a contributing factor to female infanticide.","in rural india and several other countries, dowry is acknowledged to be a contributing factor to female infanticide.","in rural india and several other countries, dowry is generally acknowledged to be a contributing factor to female infanticide."
,rp = received pronunciation of perceived british accent (kings english) .,rp = received pronunciation of british accent under which english royalty is trained .,rp = received pronunciation of perceived british accent.
,"microsoft has talked about the idea of ""delighters"" - updates that will be regularly rolled out over time to extend the platform in unique and interesting ways .","microsoft has talked about the idea of ""delighters"" - updates that will be regularly rolled out over time to extend the platform 's functionality .","microsoft has talked about the idea of ""delighters"" - updates that will be regularly rolled out over time to extend the platform 's functionality ."
,"commonly referred to as the ""queen of pop"", she is noted for her innovative music videos, elaborately mounted stage performances, and use of political, sexual, and religious themes and imagery in her work.","sometimes referred to as the ""queen of pop"", she is noted for her music videos, elaborately mounted stage performances, and use of political, sexual, and religious themes and imagery in her work.","sometimes referred to as the ""queen of pop"", she is noted for her innovative music videos, elaborately mounted stage performances, and use of political, sexual, and religious themes and imagery in her work."
,"towards the end of the 19th century sea of japan appears increasingly, and was standardized 1919 by the international hydrographic bureau.",the name sea of japan was standardized in 1919 by the international hydrographic bureau.,the name sea of japan was standardized in 1919 by the international hydrographic bureau.
,"due to the huge distance between us (approximately 7000 light years), the indescribably beautiful pillars of creation may already be gone, and instead a stellar star nursery could have taken its place.","due to the huge distance between us (approximately 7000 light years), the pillars of creation may already be gone, and instead a stellar star nursery could have taken their place.","due to the huge distance between us (approximately 7000 light years), the pillars of creation may already be gone, and instead a stellar star nursery could have taken its place."
,"wallace pointed out , in a largely overlooked passage of his famous 1858 paper that:","in his paper on the tawny cleanch ( 1858 ) , wallace remarked that :","wallace said , in a largely overlooked passage of his famous 1858 paper that:"
,"founded in 1821, mcgill is considered to be the best university in canada.","founded in 1821, mcgill is one of the largest and most reputable universities in canada.","founded in 1821, mcgill is considered to be one of the best universities in canada."
,"panzerkorps, the fbb saw action against the elite us army 101st airborne division at bastogne.","panzerkorps, the fbb saw action against the us army 101st airborne division at bastogne.","panzerkorps, the fbb saw action against the us army 101st airborne division at bastogne."
,"however; after the tiananmen square massacre in 1989, he was removed from the drafting committee.",this was followed by the tiananmen square massacre in 1989.,"however; after the tiananmen square protests of 1989, he was removed from the drafting committee."
,barry attended university high school in san diego where he began surfing and graduated from baseball juggernaut usc.,barry attended university high school in san diego where he began surfing and graduated from usc.,barry attended university high school in san diego where he began surfing and graduated from baseball powerhouse usc.
,"the kfir entered service with the iaf in 1975, the first units being assigned to the renowned 101st ""first fighter"" squadron.","the kfir entered service with the iaf in 1975, the first units being assigned to the 101st ""first fighter"" squadron.","the kfir entered service with the iaf in 1975, the first units being assigned to the 101st ""first fighter"" squadron."
,"hilary du pr was born in woking, surrey, the eldest child of an upper middle-class, cultured family headed by an accountant father and a pianist mother.","hilary du pr was born in woking, surrey, the eldest child of an family headed by an accountant father and a pianist mother.","hilary du pr was born in woking, surrey, the eldest child of an upper middle-class, family headed by an accountant father and a pianist mother."
,"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- heterosexual advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.","in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing one family values advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.","in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- family advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice."
,the content on +972 magazine represents a point of view that is pro-palestinian and on the far left of the israeli political spectrum .,the content on +972 magazine represents a point of view that is pro-palestinian and critical of israeli government policy .,the content on +972 magazine represents a point of view that is left wing and progressive .
,production of this extremely successful plane has now ended.,production of this aircraft has now ended.,production of this aircraft has now ended.
,"however, the american akita is acknowledged by many knowledgeable american breeders as being a different breed than the japanese and these breeders advocate a splitting of the one breed into two.","however, the american akita is seen by some american breeders as being a different breed than the japanese and these breeders advocate a splitting of the one breed into two.","however, the american akita is seen by some american breeders as being a different breed than the japanese and these breeders advocate a splitting of the one breed into two."
,the same team also found out that the fierce and proud bedouin nomads of the middle east actually have some european and south asian blood.,the same team also found out that the bedouin nomads of the middle east have ancestry from relatively distant populations such as europe ans south asia .,the same team also found out that the bedouin nomads of the middle east actually have some european and south asian blood.
,"hank hanegraaff is still (sigh) president of the christian research institute, which had been located in rancho santa margarita, california.","hank hanegraaff is still president of the christian research institute, which had been located in rancho santa margarita, california.","hank hanegraaff is still president of the christian research institute, which had been located in rancho santa margarita, california."
,"interestingly, the invasive green crab, carcinus maenas, can turn off top down control by facilitating the recovery of salt marsh ecosystems.","Conversely , the invasive green crab, carcinus maenas, can enhance bottom up control by facilitating the recovery of salt marsh ecosystems.","the invasive green crab, carcinus maenas, can turn off top down control by facilitating the recovery of salt marsh ecosystems."
,"three days later, ras kass dropped a lyrically unloaded, but scathing diss record called ""hush little baby"" which hinges on various veritably factual details from the game's past and is available in mp3 format from raskass-central.com.","three days later, ras kass released a scathing diss record called ""hush little baby"" which hinges on various veritably factual details from the game's past and is available in mp3 format from raskass-central.com.","three days later, ras kass dropped a diss record called ""hush little baby"" which hinges on various veritably factual details from the game's past and is available in mp3 format from raskass-central.com."
,"the older social programs and policies were still supported, however; the fraternity turned its attention to the new phases of need for humanity .","the older social programs and policies were still supported, however; the fraternity turned its attention to new social issues .","the older social programs and policies were still supported, however; the fraternity turned its attention to new social needs ."
,"as a result of a big ten scheduling anomaly , michigan and minnesota will not play in 2009 or 2010, the first break in the series since 1999.","as a result of the big ten 's scheduling machinations , michigan and minnesota will not play in 2009 or 2010, the first break in the series since 1999.","as a result of the big ten not playing a round-robin schedule , michigan and minnesota will not play in 2009 or 2010, the first break in the series since 1999."
,"com news on africa, updated by the minute","com news on africa, updated regularly.","com news on africa, updated regularly."
,"in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's intention for american involvement in world war ii at a time when the soviet union supported germany.","in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's desire for american involvement in world war ii during a period in which the soviet union maintained a non-aggression pact with germany.","in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's desire for american involvement in world war ii during a period in which the soviet union maintained a non-aggression pact with germany."
,"israel is currently also embroiled in an ongoing conflict with palestinians in the occupied territories controlled since the six day war in 1967, despite the signing of the oslo accords on september 13 1993, and the ongoing efforts of israeli, palestinian and global peacemakers.","israel is currently also embroiled in an ongoing conflict with palestinians in the territories controlled since the six day war in 1967, despite the signing of the oslo accords on september 13 1993, and the ongoing efforts of israeli, palestinian and global peacemakers.","israel is currently also embroiled in an ongoing conflict with palestinians in the territories controlled since the six day war in 1967, despite the signing of the oslo accords on september 13 1993, and the ongoing efforts of israeli, palestinian and global peacemakers."
,"a paper by lydiard h. horton, read in 1915 at a joint meeting of the american psychological association and the new york academy of sciences, called freud's dream theory ""dangerously inaccurate"" and noted that ""rank confabulations...appear to hold water, psychoanalytically"" .","a paper by lydiard h. horton, read in 1915 at a joint meeting of the american psychological association and the new york academy of sciences, called freud's dream theory ""dangerously inaccurate"" and noted that ""rank confabulations...appear to hold water, psychoanalytically"" .","a paper by lydiard h. horton, read in 1915 at a joint meeting of the american psychological association and the new york academy of sciences, called freud's dream theory ""dangerously inaccurate"" and said that ""rank confabulations...appear to hold water, psychoanalytically"" ."
,the lawyers say that the military made the force-feeding process unnecessary painful and humiliating to break a hunger strike that at one point included more than 100 detainees.,the lawyers say that the military made the force-feeding process unnecessarily painful and humiliating to break a hunger strike that at one point included more than 100 detainees.,the lawyers claim that the military made the force-feeding process unnecessary painful and humiliating to break a hunger strike that at one point included more than 100 detainees.
,"it was opened on june 1, 2003 after three years of careful reconstruction work.","the palace was opened on june 1, 2003 after three years of reconstruction work.","it was opened on june 1, 2003 after three years of reconstruction work."
,"to visit the amazing secret exchanges between henry and eleanor through the medium of the tapestry designs from the famous dame la licorne series, see:","the dame á la licorne tapestries ( translated as the lady and the unicorn) , created in circa 1500) .","to visit the secret exchanges between henry and eleanor through the medium of the tapestry designs from the famous dame la licorne series, see:"
,"created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known chiefly for its suicide bombings and other attacks directed against israeli civilians, as well as military targets.","created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known for its suicide bombings and other attacks directed against israeli civilian and military targets.","created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known outside of palestine chiefly for its suicide bombings and other attacks directed against israeli civilian and military targets."
,"the netherlands, finland, sweden, and germany had , and continue to have, notably active scenes , but in the united kingdom, uk82 (also known as uk hardcore) bands like the exploited, charged gbh, discharge, and the anti-nowhere league occupied the cultural space that hardcore did elsewhere.","however , in the united kingdom, uk82 (also known as uk hardcore) bands such as the exploited, charged gbh, discharge, and the anti-nowhere league occupied the cultural space that american-style hardcore did elsewhere.","however , in the united kingdom, uk82 (also known as uk hardcore) bands such as the exploited, charged gbh, discharge, and the anti-nowhere league occupied the cultural space that american-style hardcore did elsewhere."
,"therefore, being long a delta neutral call results in the same returns as being long a delta neutral put.",this relationship forms the famous put-call parity theorem .,"therefore, being long a delta -hedged call results in the same returns as being long a delta -hedged put."
,chicks with guns is a photo-book featuring unsettling portraits of american women from different backgrounds with their firearms.,chicks with guns is a photo-book featuring portraits of american women from different backgrounds with their firearms.,chicks with guns is a photo-book featuring portraits of american women from different backgrounds with their firearms.
,he then started a relationship with a bogan called janae timmins.,this comment was intended in jest .,he then started a relationship with janae timmins.
,"unfortunately, workers for vans shoes do not have protections from forced overtime and employer-blocked freedom of movement.",workers for vans shoes do not have protections from forced overtime and employer-blocked freedom of movement.,workers for vans shoes do not have protections from forced overtime and employer-blocked freedom of movement.
,"dan melchior is a singer/songwriter/guitarist who grew up in shepperton (just outside london), england and is often (lazily) labelled a 'garage rock' musician.","dan melchior is a singer/songwriter/guitarist who grew up in shepperton (just outside london), england and is sometimes described as a 'garage rock' musician.","dan melchior is a singer/songwriter/guitarist who grew up in shepperton (just outside london), england and is often labeled a 'garage rock' musician."
,"unfortunately, he would only work for levy a short time, as he passed away in 1995. richard then became the creative director for the music sales corporation, then managing director and producer for wolf fang productions.","unfortunately, he would only work for levy a short time, as he died in 1995. richard then became the creative director for the music sales corporation, then managing director and producer for wolf fang productions.","unfortunately, he would only work for levy a short time, as he died in 1995. richard then became the creative director for the music sales corporation, then managing director and producer for wolf fang productions."
,"its only major rival in the soft drink industry globally is pepsi, which began as a coke imitator in the early 20th century.","its only major rival in the soft drink industry is pepsi, which began as a competitor to coca-cola in the early 20th century.","its only major rival in the soft drink industry is pepsi, which began as a coke imitator in the early 20th century."
,the strength of keynesianism 's influence can be seen by the wave of economists who have based their analysis on a criticism of keynesianism.,"textbooks such as greg mankiw 's principles of economics ( 6th edition ) introduce readers to keynesian results in chapter 11 , but reference them again only once in the remaining 34 chapters.",the impact of keynesianism can be seen by the wave of economists who have based their analysis on a criticism of keynesianism.
,"following two more mediocre seasons on the farm for montreal, he was released in 1991. he then moved to the echl and played four more seasons before retiring in 1995.","following two more seasons for montreal, he was released in 1991. he then moved to the echl and played four more seasons before retiring in 1995.","following two more mediocre seasons for montreal, he was released in 1991. he then moved to the echl and played four more seasons before retiring in 1995."
,"doyle-price employs her partner mark coxshall as her part-time office manager on a salary up to 30,000. she was listed in articles in the daily telegraph and the guardian which criticised the practice of mps employing family members, on the lines that it promotes nepotism.","doyle-price employs her partner mark coxshall as her part-time office manager on a salary up to 30,000. the practice of mps employing family members has been criticised on the lines that it promotes nepotism.","doyle-price employs her partner mark coxshall as her part-time office manager on a salary up to 30,000. the practice of mps employing family members has been criticised by some sections of the media on the lines that it promotes nepotism."
,the thirteen colonies in north america to be independent of the kingdom of great britain and explained their justifications for doing so.,the thirteen colonies in north america to be independent of the kingdom of great britain and explained their justifications for doing so.,the thirteen colonies in north america to be independent of the kingdom of great britain and explained their reasons for doing so.
,"at one o'clock, scrooge is visited by the victorian upper-class ghost of christmas past, who takes him back in time to his childhood and early adult life.","at one o'clock, scrooge is visited by the ghost of christmas past, who takes him back in time to his childhood and early adult life.","at one o'clock, scrooge is visited by the victorian ghost of christmas past, who takes him back in time to his childhood and early adult life."
,"recent genetic studies have shown genetic differences, especially between han chinese in the southernmost coastal and inland areas (guangdong, guangxi, fujian, guizhou, yunnan, hainan, hong kong, macau , taiwan ) and han chinese in the rest of china.","this is due to the large geographic spread of the han people to areas throughout eastern, southern, northern and western china.","recent genetic studies have shown genetic differences, especially between han chinese in the southernmost coastal and inland areas (guangdong, guangxi, fujian, guizhou, yunnan, hainan, hong kong, macau) and han chinese in the rest of china."
,"in the mid-'70s , with carmine infantino at the helm , dc flooded the market with numerous new titles such as jack kirby's new gods and steve ditko's shade the changing man.","during the mid-'70s , dc launched numerous new titles such as jack kirby's new gods and steve ditko's shade the changing man.","in the mid-'70s, dc launched numerous new titles such as jack kirby's new gods and steve ditko's shade the changing man."
,"as of 2017, kid rock has been known to make numerous overtly political speeches at many of his tour dates, particularly making transphobic comments at many occasions .","as of 2017, kid rock has been known to make numerous overtly political speeches at many of his tour dates, making comments which have been reported as being transphobic.","as of 2017, kid rock has been known to make numerous overtly political speeches at many of his tour dates, making comments which have been perceived as being transphobic."
,"even though the best is , without a doubt, ""the persecutor,"" an homage to jazz and particularly the creator of bebop, charlie parker, in which cortzar unfurls countless musical choices, between allegories and metaphors, that reveal to the reader the author's exquisite melomania (passion for music).","in ""the persecutor,"" an homage to jazz and particularly the creator of bebop, charlie parker, cortzar unfurls countless musical choices, between allegories and metaphors, that reveal to the reader the author's exquisite melomania (passion for music).","the fourth story is ""the persecutor,"" an homage to jazz and particularly the creator of bebop, charlie parker, in which cortzar unfurls countless musical choices, between allegories and metaphors, that reveal to the reader the author's exquisite melomania (passion for music)."
,"llanthony priory is a picturesque, partly ruined former augustinian priory in the beautiful and secluded vale of ewyas, a steep sided once glaciated valley within the black mountains area of the brecon beacons national park in monmouthshire, south east wales.",it is usually considered a pastoral image of wide appeal.,"llanthony priory is a partly ruined former augustinian priory in the secluded vale of ewyas, a steep sided once glaciated valley within the black mountains area of the brecon beacons national park in monmouthshire, south east wales."
,"if china should acquire the s-400, reported to initially consist of six batteries, it would significantly improve china's ability to defend its own air space and serve as an effective stand-off weapon against american, russian and japanese air attacks.","if china should acquire the s-400, reported to initially consist of six batteries, it would significantly improve china's ability to defend its own air space and serve as a stand-off weapon against air attacks.","if china should acquire the s-400, reported to initially consist of six batteries, it would significantly improve china's ability to defend its own air space and serve as an effective stand-off weapon against air attacks."
,"misconception: the phrase ""begs the question"" is synonymous with ""raises the question"".","misconception: the phrase ""begs the question"" is synonymous with ""raises the question"".","misconception: the phrase ""begs the question"" was synonymous with ""raises the question"" when it was originally coined ."
,"the two-tiered shield will be able to intercept any incoming missile launched 5,000 kilometers away.","the two-tiered shield will attempt to intercept any incoming missile launched 5,000 kilometers away.","the two-tiered shield should be able to intercept any incoming missile launched 5,000 kilometers away."
,"the national jazz archive holds one of the uks best collections of written, printed and visual material on jazz, blues and related music, from the 1920s to the present day.","the national jazz archive holds one of the largest collections of written, printed and visual material on jazz, blues and related music, from the 1920s to the present day.","the national jazz archive holds collections of written, printed and visual material on jazz, blues and related music, from the 1920s to the present day."
,"maria pryimachenko (1908–1997) was a renowned ukrainian village folk art painter, representative of nave art.","maria pryimachenko (1908–1997) was a ukrainian village folk art painter, representative of naïve art.","maria pryimachenko (1908–1997) was a ukrainian village folk art painter, representative of nave art."
,"while the name ginsu was created from whole cloth , becher later translated the word as meaning ""i never have to work again"".","while the name ginsu was invented by becher , becher later translated the word as meaning ""i never have to work again"".","while the name ginsu was invented by becher , becher later translated the word as meaning ""i never have to work again""."
,"iuliu maniu (january 8, 1873—february 5, 1953) was an austro-hungarian and romania n politician .","iuliu maniu (january 8, 1873—february 5, 1953) was a romanian politician and statesman in austria-hungary and romania.","iuliu maniu (january 8, 1873—february 5, 1953) was a romanian politician and statesman in austria-hungary and romania."
